0.672727273,0.8125,0.535211268,0.836065574,7,0
0.627118644,0.838709677,0.655172414,0.836065574,7,1
0.616666667,0.881355932,0.38,0.51,8,1
0.578125,0.852459016,0.38,0.51,8,2
0.606557377,0.852459016,0.603174603,0.879310345,8,3
0.649122807,0.838709677,0.575757576,0.910714286,8,4
0.578125,0.866666667,0.38,0.51,8,5
0.552238806,0.852459016,0.38,0.822580645,8,6
0.578125,0.825396825,0.38,0.836065574,8,7
0.506849315,0.881355932,0.38,0.927272727,8,8
0.544117647,0.838709677,0.38,0.927272727,8,9
0.596774194,0.896551724,0.38,0.894736842,8,10
0.560606061,0.866666667,0.584615385,0.822580645,8,11
0.536231884,0.825396825,0.584615385,0.822580645,8,12
0.552238806,0.838709677,0.38,0.85,8,13
0.578125,0.962962963,0.575757576,0.836065574,9,13
0.606557377,0.945454545,0.38,0.910714286,9,12
0.606557377,0.896551724,0.655172414,0.86440678,9,11
0.606557377,0.881355932,0.655172414,0.86440678,9,10
0.587301587,0.912280702,0.38,0.910714286,9,9
0.627118644,0.896551724,0.38,0.910714286,9,8
0.627118644,0.928571429,0.38,0.910714286,9,7
0.596774194,0.962962963,0.38,0.51,9,6
0.685185185,0.912280702,0.38,0.879310345,9,5
0.685185185,0.912280702,0.38,0.879310345,9,4
0.616666667,0.962962963,0.38,0.879310345,9,3
0.627118644,0.945454545,0.38,0.879310345,9,2
0.627118644,0.852459016,0.38,0.879310345,9,1
0.616666667,0.881355932,0.38,0.822580645,9,0
0.552238806,0.838709677,0.38,0.879310345,8,0
0.606557377,0.866666667,0.38,0.51,10,0
0.616666667,0.852459016,0.38,0.879310345,10,1
0.616666667,0.838709677,0.38,0.879310345,10,2
0.606557377,0.852459016,0.38,0.879310345,10,3
0.616666667,0.881355932,0.603174603,0.51,10,4
0.578125,0.852459016,0.633333333,0.51,10,5
0.637931034,0.866666667,0.633333333,0.836065574,10,6
0.649122807,0.838709677,0.644067797,0.85,10,7
0.627118644,0.896551724,0.644067797,0.894736842,10,8
0.606557377,0.838709677,0.644067797,0.894736842,10,9
0.587301587,0.866666667,0.38,0.894736842,10,10
0.616666667,0.866666667,0.808510638,0.51,10,11
0.569230769,0.838709677,0.808510638,0.879310345,10,12
0.552238806,0.852459016,0.633333333,0.772727273,10,13
0.606557377,0.866666667,0.38,0.910714286,11,13
0.569230769,0.881355932,0.62295082,0.836065574,11,12
0.672727273,0.8125,0.644067797,0.962264151,11,11
0.660714286,0.825396825,0.62295082,0.85,11,10
0.587301587,0.881355932,0.62295082,0.822580645,11,9
0.587301587,0.825396825,0.62295082,0.927272727,11,8
0.596774194,0.896551724,0.38,0.944444444,11,7
0.660714286,0.838709677,0.603174603,0.927272727,11,6
0.627118644,0.852459016,0.644067797,0.944444444,11,5
0.627118644,0.852459016,0.644067797,0.944444444,11,4
0.37,0.962962963,0.38,1,11,3
0.578125,0.912280702,0.703703704,1,11,2
0.578125,0.881355932,0.703703704,0.51,11,1
0.627118644,0.825396825,0.703703704,0.879310345,11,0
0.660714286,0.866666667,0.38,0.879310345,12,0
0.578125,0.852459016,0.603174603,0.796875,12,1
0.578125,0.866666667,0.62295082,0.894736842,12,2
0.578125,0.852459016,0.62295082,0.894736842,12,3
0.649122807,0.881355932,0.584615385,0.894736842,12,4
0.606557377,0.866666667,0.38,0.85,12,5
0.627118644,0.852459016,0.678571429,0.927272727,12,6
0.649122807,0.838709677,0.655172414,0.927272727,12,7
0.685185185,0.852459016,0.655172414,0.927272727,12,8
0.578125,0.896551724,0.655172414,0.86440678,12,9
0.616666667,0.825396825,0.666666667,0.86440678,12,10
